f415_04_p01_i0_0 14 -3.4152400493621826 -4.196752548217773 -4.19100284576416 -4.062314033508301 -5.479853630065918 -3.730501413345337 -5.171836853027344 -4.203062057495117 -5.3713788986206055 -4.865105628967285 -4.117985248565674 -3.4524967670440674 -4.5775041580200195 -0.29084324836730957 -3.657871723175049 -5.912071228027344 -7.189448356628418 -5.729564666748047 -7.20401668548584 -6.836230278015137 -6.104668617248535 -6.893985748291016 -5.954656600952148 -8.112510681152344 -5.973061561584473 -7.252646446228027 -5.919054985046387 -7.183169364929199 -7.119546890258789 -5.774960517883301 -6.384878158569336
f415_04_f12_i0_0 14 -3.1596856117248535 -4.196158409118652 -3.5002753734588623 -5.157243728637695 -5.881840705871582 -4.614063739776611 -4.9306464195251465 -3.8563013076782227 -6.046141147613525 -3.5906145572662354 -3.3928284645080566 -3.8597209453582764 -5.699404239654541 -0.319170743227005 -3.313413619995117 -6.830951690673828 -8.329319953918457 -6.857253551483154 -8.146380424499512 -9.30077838897705 -5.966785907745361 -5.764309883117676 -7.504000663757324 -7.409295558929443 -6.445562362670898 -7.492683410644531 -6.837019920349121 -8.290214538574219 -8.422670364379883 -7.811512470245361 -7.322334289550781
m420_04_p01_i0_0 19 -8.444219589233398 -7.8556227684021 -6.05627965927124 -5.383519649505615 -5.825822830200195 -7.540315628051758 -6.818968296051025 -6.937058925628662 -6.15094518661499 -7.420959949493408 -5.653189659118652 -6.564570903778076 -5.81618070602417 -6.92960786819458 -5.413004398345947 -6.7138237953186035 -5.557360649108887 -4.774130344390869 -0.14073212444782257 -3.5228025913238525 -6.9330153465271 -7.316903591156006 -4.300418853759766 -7.317196369171143 -5.521939277648926 -4.0759782791137695 -6.238758087158203 -5.2007646560668945 -4.645569801330566 -5.629086494445801 -6.438908100128174
m420_04_f12_i0_0 19 -7.193437576293945 -7.152667045593262 -6.166633129119873 -5.204247951507568 -5.36796760559082 -6.7719502449035645 -5.747978687286377 -6.408265590667725 -6.029029369354248 -5.775243759155273 -5.386926174163818 -6.208024978637695 -5.46893310546875 -6.719967365264893 -6.438363075256348 -5.4546098709106445 -5.018308162689209 -4.380200386047363 -0.22997744381427765 -4.032909870147705 -5.366615295410156 -5.877374649047852 -4.774860382080078 -5.953268051147461 -5.808653354644775 -2.5296170711517334 -5.441356182098389 -5.254583835601807 -4.906143665313721 -5.086485385894775 -6.831276893615723
f401_04_f12_i0_0 1 -0.47922563552856445 -3.8628313541412354 -3.448211193084717 -4.15464973449707 -4.195234775543213 -5.228344440460205 -4.751545429229736 -5.429823398590088 -4.885869979858398 -2.272915840148926 -3.031482219696045 -5.745021343231201 -3.636521816253662 -3.142620086669922 -5.267553329467773 -6.397377967834473 -5.834120273590088 -6.0233473777771 -5.970223426818848 -7.0570597648620605 -5.135887622833252 -5.05304479598999 -5.896097183227539 -6.061076641082764 -6.604601860046387 -5.514298439025879 -5.403298854827881 -6.915156841278076 -7.332111835479736 -6.736987590789795 -6.433315277099609
f401_04_p01_i0_0 1 -0.37074366211891174 -4.55690336227417 -4.110286712646484 -3.5607821941375732 -4.532230854034424 -3.6391565799713135 -4.78190803527832 -4.976158618927002 -5.157559871673584 -4.101402759552002 -3.3785386085510254 -5.5022873878479 -3.365649938583374 -2.722829818725586 -5.350149154663086 -6.733175277709961 -6.356472969055176 -6.7451171875 -6.780622482299805 -7.366353988647461 -5.347848415374756 -5.762050628662109 -5.561232566833496 -5.625766277313232 -6.311794757843018 -6.207064628601074 -5.4607720375061035 -6.4947614669799805 -7.620981216430664 -6.497025489807129 -5.55012321472168
f413_04_p01_i0_0 13 -4.659359931945801 -4.035430908203125 -4.980129241943359 -4.369621753692627 -4.32795524597168 -2.7360777854919434 -5.39225435256958 -3.8938088417053223 -3.5780017375946045 -4.943760871887207 -6.31072998046875 -4.0854291915893555 -0.516077995300293 -5.9234466552734375 -5.403308868408203 -5.041917324066162 -5.484513282775879 -4.761926651000977 -4.550918102264404 -2.594226837158203 -6.0991902351379395 -6.371405601501465 -5.036176681518555 -5.660721778869629 -5.582494258880615 -5.089177131652832 -6.49680233001709 -4.992501735687256 -4.745738983154297 -4.152260780334473 -3.45269513130188
f413_04_f12_i0_0 13 -4.849912166595459 -4.916882514953613 -4.243730545043945 -3.9604239463806152 -4.231647491455078 -4.748952388763428 -6.601315975189209 -5.831322193145752 -4.915234088897705 -5.366626739501953 -4.8209638595581055 -4.734065055847168 -0.20411580801010132 -6.271513938903809 -5.758298873901367 -5.919802665710449 -6.178460597991943 -5.489731311798096 -4.63932991027832 -4.1361799240112305 -6.7774834632873535 -6.35123872756958 -5.519608974456787 -5.606132984161377 -6.7101945877075195 -4.801872253417969 -6.554708003997803 -6.120206356048584 -5.547438621520996 -5.85561466217041 -4.628154754638672
f407_04_f12_i0_0 7 -5.80109977722168 -5.268921375274658 -6.46976900100708 -6.424056529998779 -5.91793966293335 -6.000348091125488 -0.05829427018761635 -5.483476161956787 -5.137050628662109 -6.034359455108643 -7.700404644012451 -6.183823585510254 -8.006932258605957 -5.332958698272705 -6.2548441886901855 -6.742537975311279 -6.352555751800537 -6.838313102722168 -7.1241607666015625 -7.514894485473633 -7.19304084777832 -7.018461227416992 -8.913239479064941 -5.671191692352295 -5.651623249053955 -6.918918132781982 -7.135311603546143 -7.069014072418213 -7.807112693786621 -7.062909126281738 -9.123878479003906
f407_04_p01_i0_0 7 -5.753675937652588 -6.0882487297058105 -6.4688825607299805 -5.6675238609313965 -5.668083190917969 -5.805094242095947 -0.07565101236104965 -5.887103080749512 -4.934239387512207 -5.81056022644043 -6.153593063354492 -6.463079452514648 -7.486535549163818 -4.8066558837890625 -5.385497570037842 -6.60919189453125 -6.245893478393555 -6.88207483291626 -6.835167407989502 -7.154196262359619 -6.4321770668029785 -6.617039203643799 -7.538015842437744 -5.399094581604004 -5.133949279785156 -6.975863456726074 -6.639527797698975 -7.230249404907227 -6.980726718902588 -6.3638529777526855 -8.129240989685059
